layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac,weight_shape_parsed,feature_shape_parsed
base_model.model.backbone.stages.2.blocks.1.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,318.2899475097656,0.3216662256361476,66,124,7.964848041534424,21.46284866333008,0.3606128990650177,0.5154686570167542,0.6846681833267212,0.8119275569915771,0.8983063101768494,0.046875,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.1.ffn.layers.2,,"(1280, 1408)",1408,1280,1280.8328857421875,0.230814490543379,74,141,5.87850284576416,18.02848052978516,0.3949634730815887,0.5266396999359131,0.6675595641136169,0.7985565662384033,0.885650098323822,0.0525568181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10,,"(1280, 1408)",1408,1280,3869.064453125,1.0528827551311104,195,328,5.513274669647217,20.984193801879883,0.3419164717197418,0.4483436048030853,0.5572397708892822,0.6650093793869019,0.7627188563346863,0.1384943181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.attn,,"(1280, 1408)",1408,1280,3362.73486328125,0.543889532050273,146,232,7.69426155090332,30.606874465942383,0.283801257610321,0.4011939167976379,0.5383169054985046,0.6653479933738708,0.7819361090660095,0.1036931818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.attn.drop,,"(1280, 1408)",1408,1280,3362.73486328125,0.543889532050273,146,232,7.69426155090332,30.606874465942383,0.283801257610321,0.4011939167976379,0.5383169054985046,0.6653479933738708,0.7819361090660095,0.1036931818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.ffn,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.3258101344108581,0.4552810192108154,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.0980113636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.3258101344108581,0.4552810192108154,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.0980113636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.3258101344108581,0.4552810192108154,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.0980113636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1893.067138671875,0.5629254018138038,207,337,6.596120834350586,27.257322311401367,0.3063587546348572,0.4040373563766479,0.5189072489738464,0.6331366896629333,0.7394397258758545,0.1470170454545454,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.10.ffn.layers.2,,"(1280, 1408)",1408,1280,1783.2783203125,0.8386735279454578,138,238,6.606494426727295,24.40792465209961,0.3258101344108581,0.4552810192108154,0.5828671455383301,0.7017900943756104,0.8046284317970276,0.0980113636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11,,"(1280, 1408)",1408,1280,550.5663452148438,0.7531450275739128,220,351,7.664703369140625,33.88597869873047,0.2743192017078399,0.3593772947788238,0.4734561443328857,0.594770610332489,0.7143625617027283,0.15625,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.attn,,"(1280, 1408)",1408,1280,4946.03662109375,0.3847500467003283,115,192,6.10093355178833,21.450454711914062,0.3422597348690033,0.4869387149810791,0.6131515502929688,0.7263795733451843,0.8272829651832581,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.attn.drop,,"(1280, 1408)",1408,1280,4946.03662109375,0.3847500467003283,115,192,6.10093355178833,21.450454711914062,0.3422597348690033,0.4869387149810791,0.6131515502929688,0.7263795733451843,0.8272829651832581,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.ffn,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128903,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.ffn.dropout_layer,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128903,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128903,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,3888.412109375,0.945896768021612,194,325,5.723754405975342,22.084592819213867,0.3334091901779175,0.4426617920398712,0.552520215511322,0.6610536575317383,0.7607018947601318,0.1377840909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.11.ffn.layers.2,,"(1280, 1408)",1408,1280,2528.626220703125,1.2074779262058624,115,209,6.472227096557617,21.693458557128903,0.3543646037578583,0.4894258379936218,0.6244884729385376,0.7451854348182678,0.8384100198745728,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12,,"(1280, 1408)",1408,1280,717.299560546875,0.8085232823817485,217,349,9.23656940460205,39.347801208496094,0.2602130174636841,0.3547182381153106,0.4736704528331756,0.5990123152732849,0.7213019132614136,0.1541193181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.attn,,"(1280, 1408)",1408,1280,1374.9385986328125,0.2544443684410556,149,243,2.8732283115386963,7.801879405975342,0.4521648585796356,0.5236390233039856,0.6100420355796814,0.7008587121963501,0.7943334579467773,0.1058238636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.attn.drop,,"(1280, 1408)",1408,1280,1374.9385986328125,0.2544443684410556,149,243,2.8732283115386963,7.801879405975342,0.4521648585796356,0.5236390233039856,0.6100420355796814,0.7008587121963501,0.7943334579467773,0.1058238636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.ffn,,"(1280, 1408)",1408,1280,832.0472412109375,0.4555326843097533,155,267,5.166505336761475,18.52140235900879,0.3683409988880157,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.1100852272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.ffn.dropout_layer,,"(1280, 1408)",1408,1280,832.0472412109375,0.4555326843097533,155,267,5.166505336761475,18.52140235900879,0.3683409988880157,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.1100852272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers,,"(1280, 1408)",1408,1280,832.0472412109375,0.4555326843097533,155,267,5.166505336761475,18.52140235900879,0.3683409988880157,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.1100852272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,590.3810424804688,0.7030594502548951,224,353,8.359314918518066,38.19660186767578,0.2573814392089844,0.340655118227005,0.4564213752746582,0.580457866191864,0.7046661376953125,0.1590909090909091,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.12.ffn.layers.2,,"(1280, 1408)",1408,1280,832.0472412109375,0.4555326843097533,155,267,5.166505336761475,18.52140235900879,0.3683409988880157,0.4775013029575348,0.5900763273239136,0.6970041394233704,0.7941164970397949,0.1100852272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13,,"(1280, 1408)",1408,1280,890.002197265625,0.8312059438155741,211,342,9.985613822937012,40.4106559753418,0.254627525806427,0.360981822013855,0.4846497774124145,0.6128363609313965,0.7321314215660095,0.1498579545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.attn,,"(1280, 1408)",1408,1280,3184.28173828125,0.2920093415635906,104,192,2.3747200965881348,5.374576568603516,0.5444200038909912,0.6275210976600647,0.7091458439826965,0.7842649817466736,0.8542263507843018,0.0738636363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.attn.drop,,"(1280, 1408)",1408,1280,3184.28173828125,0.2920093415635906,104,192,2.3747200965881348,5.374576568603516,0.5444200038909912,0.6275210976600647,0.7091458439826965,0.7842649817466736,0.8542263507843018,0.0738636363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.ffn,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.ffn.dropout_layer,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,746.09326171875,0.7433182492654673,219,350,9.700761795043944,41.5551643371582,0.2526533007621765,0.3469524383544922,0.4656294286251068,0.5917459726333618,0.71543949842453,0.1555397727272727,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.13.ffn.layers.2,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.0816761363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14,,"(1280, 1408)",1408,1280,1113.72900390625,0.7424694468889605,206,338,10.60665798187256,41.09430313110352,0.2483521103858947,0.3625333309173584,0.4886822700500488,0.6220991611480713,0.7412161827087402,0.1463068181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.attn,,"(1280, 1408)",1408,1280,2596.448486328125,0.3576316636182096,142,237,3.352538585662842,10.150500297546388,0.4208007454872131,0.5124418139457703,0.6071603894233704,0.7079770565032959,0.8041741251945496,0.1008522727272727,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.attn.drop,,"(1280, 1408)",1408,1280,2596.448486328125,0.3576316636182096,142,237,3.352538585662842,10.150500297546388,0.4208007454872131,0.5124418139457703,0.6071603894233704,0.7079770565032959,0.8041741251945496,0.1008522727272727,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.ffn,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.ffn.dropout_layer,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,933.4698486328124,0.7554440087156294,216,349,10.63174819946289,42.85966873168945,0.2453076392412185,0.3535930812358856,0.4749358296394348,0.6038730144500732,0.7250619530677795,0.1534090909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.14.ffn.layers.2,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15,,"(1280, 1408)",1408,1280,1337.505615234375,0.5605292059414371,189,319,9.841137886047363,38.32684326171875,0.2528865933418274,0.3747254312038421,0.5056036710739136,0.6444604396820068,0.7616096138954163,0.1342329545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.attn,,"(1280, 1408)",1408,1280,4498.09375,0.2896877700267854,100,185,2.131422519683838,4.432837009429932,0.5617584586143494,0.6291975975036621,0.7053320407867432,0.7830013632774353,0.8574132919311523,0.0710227272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.attn.drop,,"(1280, 1408)",1408,1280,4498.09375,0.2896877700267854,100,185,2.131422519683838,4.432837009429932,0.5617584586143494,0.6291975975036621,0.7053320407867432,0.7830013632774353,0.8574132919311523,0.0710227272727272,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.ffn,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.0582386363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.ffn.dropout_layer,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.0582386363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.0582386363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1140.3116455078125,0.6642178516502887,207,339,10.788185119628906,42.0711669921875,0.243672639131546,0.3581858575344085,0.4841273725032806,0.6180863380432129,0.7378512620925903,0.1470170454545454,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.15.ffn.layers.2,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.0582386363636363,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16,,"(1280, 1408)",1408,1280,1785.4957275390625,0.3448340645990175,154,279,5.227169036865234,19.510372161865234,0.3462829887866974,0.4496943950653076,0.5683358311653137,0.6980994343757629,0.8037213087081909,0.109375,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.attn,,"(1280, 1408)",1408,1280,3229.133056640625,0.3156401731393461,129,218,4.031074047088623,13.101173400878906,0.4063417911529541,0.495440274477005,0.6041457056999207,0.7154038548469543,0.8164517879486084,0.0916193181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.attn.drop,,"(1280, 1408)",1408,1280,3229.133056640625,0.3156401731393461,129,218,4.031074047088623,13.101173400878906,0.4063417911529541,0.495440274477005,0.6041457056999207,0.7154038548469543,0.8164517879486084,0.0916193181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.ffn,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.4488734602928161,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.4488734602928161,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.4488734602928161,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1555.73291015625,0.4511598585748651,184,313,9.26954460144043,34.32717514038086,0.2785558998584747,0.3924295306205749,0.5195326805114746,0.6534361243247986,0.7678868174552917,0.1306818181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.16.ffn.layers.2,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.4488734602928161,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17,,"(1280, 1408)",1408,1280,321.566650390625,0.8827867288127645,174,295,14.03084659576416,49.16444778442383,0.2065591812133789,0.3267132341861725,0.4787659347057342,0.6395708918571472,0.7691590189933777,0.1235795454545454,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.attn,,"(1280, 1408)",1408,1280,4843.826171875,0.2508000953429885,106,187,2.789491891860962,7.202211856842041,0.4861019253730774,0.5669762492179871,0.65780109167099,0.7584193348884583,0.8462429046630859,0.0752840909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.attn.drop,,"(1280, 1408)",1408,1280,4843.826171875,0.2508000953429885,106,187,2.789491891860962,7.202211856842041,0.4861019253730774,0.5669762492179871,0.65780109167099,0.7584193348884583,0.8462429046630859,0.0752840909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.ffn,,"(1280, 1408)",1408,1280,1891.5784912109373,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.4924005270004272,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290648,0.0447443181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1891.5784912109373,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.4924005270004272,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290648,0.0447443181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers,,"(1280, 1408)",1408,1280,1891.5784912109373,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.4924005270004272,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290648,0.0447443181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1967.155029296875,0.3200099432848314,147,268,4.359949588775635,15.307302474975586,0.3709475696086883,0.4702901244163513,0.5846675634384155,0.7096938490867615,0.8119806051254272,0.104403409090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.17.ffn.layers.2,,"(1280, 1408)",1408,1280,1891.5784912109373,0.5665563374684113,63,134,2.778677463531494,7.0814208984375,0.4924005270004272,0.5978295803070068,0.7162545323371887,0.8265427350997925,0.9011827707290648,0.0447443181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2,,"(1280, 1408)",1408,1280,613.5099487304688,0.4597228805610623,102,198,7.155301570892334,22.259078979492188,0.3596897721290588,0.4950958788394928,0.6387559175491333,0.7613810896873474,0.8531761169433594,0.0724431818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.attn,,"(1280, 1408)",1408,1280,1764.8577880859375,0.3502168829472554,62,109,6.487089157104492,18.843223571777344,0.3852116167545318,0.5355508923530579,0.6894642114639282,0.8155665397644043,0.9041188955307008,0.0440340909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.attn.drop,,"(1280, 1408)",1408,1280,1764.8577880859375,0.3502168829472554,62,109,6.487089157104492,18.843223571777344,0.3852116167545318,0.5355508923530579,0.6894642114639282,0.8155665397644043,0.9041188955307008,0.0440340909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.ffn,,"(1280, 1408)",1408,1280,1651.71240234375,0.3243151903390762,84,160,5.647397518157959,18.245376586914062,0.3784065246582031,0.5111051201820374,0.6559274792671204,0.7804238200187683,0.8719966411590576,0.0596590909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1651.71240234375,0.3243151903390762,84,160,5.647397518157959,18.245376586914062,0.3784065246582031,0.5111051201820374,0.6559274792671204,0.7804238200187683,0.8719966411590576,0.0596590909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers,,"(1280, 1408)",1408,1280,1651.71240234375,0.3243151903390762,84,160,5.647397518157959,18.245376586914062,0.3784065246582031,0.5111051201820374,0.6559274792671204,0.7804238200187683,0.8719966411590576,0.0596590909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,469.0740356445313,0.3780557705519527,88,169,7.760469913482666,22.57954788208008,0.3589235544204712,0.5029860138893127,0.652206540107727,0.7785294055938721,0.8685921430587769,0.0625,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.2.ffn.layers.2,,"(1280, 1408)",1408,1280,1651.71240234375,0.3243151903390762,84,160,5.647397518157959,18.245376586914062,0.3784065246582031,0.5111051201820374,0.6559274792671204,0.7804238200187683,0.8719966411590576,0.0596590909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3,,"(1280, 1408)",1408,1280,882.3880004882812,0.4210669781296329,112,212,7.025002956390381,22.183246612548828,0.3529700934886932,0.5035344958305359,0.6389634013175964,0.7540327310562134,0.8441560864448547,0.0795454545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.attn,,"(1280, 1408)",1408,1280,2329.70458984375,0.3913301551661237,62,109,6.436358451843262,17.693286895751953,0.4035008251667022,0.5492215752601624,0.6910914778709412,0.8126872181892395,0.9035455584526062,0.0440340909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.attn.drop,,"(1280, 1408)",1408,1280,2329.70458984375,0.3913301551661237,62,109,6.436358451843262,17.693286895751953,0.4035008251667022,0.5492215752601624,0.6910914778709412,0.8126872181892395,0.9035455584526062,0.0440340909090909,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.ffn,,"(1280, 1408)",1408,1280,2151.644775390625,0.4876413366022998,90,170,5.018529415130615,16.275436401367188,0.3934375643730163,0.5301310420036316,0.6633930206298828,0.7756718993186951,0.8652580380439758,0.0639204545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.ffn.dropout_layer,,"(1280, 1408)",1408,1280,2151.644775390625,0.4876413366022998,90,170,5.018529415130615,16.275436401367188,0.3934375643730163,0.5301310420036316,0.6633930206298828,0.7756718993186951,0.8652580380439758,0.0639204545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers,,"(1280, 1408)",1408,1280,2151.644775390625,0.4876413366022998,90,170,5.018529415130615,16.275436401367188,0.3934375643730163,0.5301310420036316,0.6633930206298828,0.7756718993186951,0.8652580380439758,0.0639204545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,678.8780517578125,0.4125385751012953,102,194,7.348393440246582,22.85759735107422,0.3558703362941742,0.4931378662586212,0.6381821632385254,0.7595332264900208,0.852224588394165,0.0724431818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.3.ffn.layers.2,,"(1280, 1408)",1408,1280,2151.644775390625,0.4876413366022998,90,170,5.018529415130615,16.275436401367188,0.3934375643730163,0.5301310420036316,0.6633930206298828,0.7756718993186951,0.8652580380439758,0.0639204545454545,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4,,"(1280, 1408)",1408,1280,1683.7196044921875,0.5622684973812768,118,225,5.581643581390381,18.13920021057129,0.3840851783752441,0.5317904949188232,0.6549535393714905,0.7556191086769104,0.8407315015792847,0.0838068181818181,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.attn,,"(1280, 1408)",1408,1280,2686.610107421875,0.5586521687127919,83,142,8.593925476074219,21.93644142150879,0.3706466257572174,0.5251193642616272,0.6605596542358398,0.7742677330970764,0.8710095882415771,0.0589488636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.attn.drop,,"(1280, 1408)",1408,1280,2686.610107421875,0.5586521687127919,83,142,8.593925476074219,21.93644142150879,0.3706466257572174,0.5251193642616272,0.6605596542358398,0.7742677330970764,0.8710095882415771,0.0589488636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.ffn,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157228,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.ffn.dropout_layer,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157228,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157228,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1011.0015869140624,0.4224677313386545,116,218,7.481146335601807,22.88686180114746,0.3507543504238128,0.5057794451713562,0.6379527449607849,0.7480078339576721,0.8383171558380127,0.0823863636363636,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.4.ffn.layers.2,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157228,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.0568181818181818,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.5,,"(1280, 1408)",1408,1280,350.72979736328125,0.6144774993410218,130,241,8.001728057861328,26.1794376373291,0.3272441029548645,0.467164546251297,0.5998044013977051,0.7218793630599976,0.8215715885162354,0.0923295454545454,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.5.attn,,"(1280, 1408)",1408,1280,4345.66162109375,0.5812199636205072,75,128,5.915370941162109,16.786169052124023,0.4186411499977112,0.5518021583557129,0.6716697216033936,0.7869951725006104,0.8828076124191284,0.0532670454545454,,"(1280, 1408)"
base_model.model.backbone.stages.2.blocks.5.attn.drop,,"(1280, 1408)",1408,1280,4345.66162109375,0.5812199636205072,75,128,5.915370941162109,16.786169052124023,0.4186411499977112,0.5518021583557129,0.6716697216033936,0.7869951725006104,0.8828076124191284,0.0532670454545454,,"(1280, 1408)"
