layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,1.1161115054392212e-07,1.7647272185528128e-08,32,32,0.01241513155400753,26.274734497070312,0.0027906098403036594,0.00498912762850523,0.008512794971466064,0.012272060848772526,,1.0
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,5619.30029296875,0.2737277491922074,167,278,2.7828543186187744,7.327604293823242,0.4663711190223694,0.5471183061599731,0.6279327869415283,0.7090560793876648,0.7905300855636597,0.11860795454545454
base_model.model.backbone.stages.2.blocks.13.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,5619.30029296875,0.2737277491922074,167,278,2.7828543186187744,7.327604293823242,0.4663711190223694,0.5471183061599731,0.6279327869415283,0.7090560793876648,0.7905300855636597,0.11860795454545454
base_model.model.backbone.stages.2.blocks.13.attn.w_msa,,"(5120, 1408)",1408,5120,5619.30029296875,0.2737277491922074,167,278,2.7828543186187744,7.327604293823242,0.4663711190223694,0.5471183061599731,0.6279327869415283,0.7090560793876648,0.7905300855636597,0.11860795454545454
base_model.model.backbone.stages.2.blocks.13.attn.drop,,"(1280, 1408)",1408,1280,3184.28173828125,0.29200934156359065,104,192,2.3747200965881348,5.374576568603516,0.5444200038909912,0.6275210976600647,0.7091458439826965,0.7842649817466736,0.8542263507843018,0.07386363636363637
base_model.model.backbone.stages.2.blocks.13.attn,,"(1280, 1408)",1408,1280,3184.28173828125,0.29200934156359065,104,192,2.3747200965881348,5.374576568603516,0.5444200038909912,0.6275210976600647,0.7091458439826965,0.7842649817466736,0.8542263507843018,0.07386363636363637
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4880.2275390625,0.3217222778130894,129,214,4.608707904815674,16.413679122924805,0.36733999848365784,0.46334514021873474,0.5771682858467102,0.6934847831726074,0.8052899837493896,0.022904829545454544
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,746.09326171875,0.7433182492654673,219,350,9.700761795043945,41.5551643371582,0.2526533007621765,0.3469524383544922,0.4656294286251068,0.5917459726333618,0.71543949842453,0.15553977272727273
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,1303.793212890625,24.808712407020813,2,4,1.1888974905014038,1.4000617265701294,0.9573538899421692,1.0,,,,0.25
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1916.8057861328125,1916805786132812.5,1,1,1.0001813173294067,1.000362515449524,0.9999843239784241,1.0,1.0,1.0,1.0,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,5882.74560546875,0.3878119003340409,126,211,4.460488796234131,15.618902206420898,0.37610214948654175,0.47153574228286743,0.5855292081832886,0.699617326259613,0.8095666170120239,0.022372159090909092
base_model.model.backbone.stages.2.blocks.13.ffn.activate,,"(1280, 5632)",5632,1280,428.4057922363281,1.3008389567416827,202,360,10.290797233581543,33.99052429199219,0.27323901653289795,0.3965655267238617,0.5461462736129761,0.6753197312355042,0.7751925587654114,0.03586647727272727
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0.2,,"(1280, 5632)",5632,1280,428.4057922363281,1.3008389567416827,202,360,10.290797233581543,33.99052429199219,0.27323901653289795,0.3965655267238617,0.5461462736129761,0.6753197312355042,0.7751925587654114,0.03586647727272727
base_model.model.backbone.stages.2.blocks.13.ffn.layers.0,,"(1280, 5632)",5632,1280,428.4057922363281,1.3008389567416827,202,360,10.290797233581543,33.99052429199219,0.27323901653289795,0.3965655267238617,0.5461462736129761,0.6753197312355042,0.7751925587654114,0.03586647727272727
base_model.model.backbone.stages.2.blocks.13.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.08167613636363637
base_model.model.backbone.stages.2.blocks.13.ffn.layers.2,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.08167613636363637
base_model.model.backbone.stages.2.blocks.13.ffn.layers,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.08167613636363637
base_model.model.backbone.stages.2.blocks.13.ffn.dropout_layer,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.08167613636363637
base_model.model.backbone.stages.2.blocks.13.ffn,,"(1280, 1408)",1408,1280,733.57666015625,0.4458703354878495,115,213,4.911857604980469,16.386844635009766,0.3941873013973236,0.5081068873405457,0.6383471488952637,0.7516813278198242,0.8401656150817871,0.08167613636363637
base_model.model.backbone.stages.2.blocks.13,,"(1280, 1408)",1408,1280,890.002197265625,0.8312059438155741,211,342,9.985613822937012,40.4106559753418,0.254627525806427,0.360981822013855,0.48464977741241455,0.6128363609313965,0.7321314215660095,0.14985795454545456
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.softmax,,"(5120, 32)",32,5120,1.8925794620372471e-07,2.992430840157705e-08,32,32,0.03567036986351013,27.23491859436035,0.007581331767141819,0.013758503831923008,0.022838402539491653,0.034512173384428024,,1.0
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,1.8925794620372471e-07,2.992430840157705e-08,32,32,0.03567036986351013,27.23491859436035,0.007581331767141819,0.013758503831923008,0.022838402539491653,0.034512173384428024,,1.0
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,5077.42236328125,0.358123834042287,189,307,2.748081922531128,7.259806156158447,0.4502088725566864,0.5177716016769409,0.5946382284164429,0.6785973906517029,0.7673185467720032,0.13423295454545456
base_model.model.backbone.stages.2.blocks.14.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,5077.42236328125,0.358123834042287,189,307,2.748081922531128,7.259806156158447,0.4502088725566864,0.5177716016769409,0.5946382284164429,0.6785973906517029,0.7673185467720032,0.13423295454545456
base_model.model.backbone.stages.2.blocks.14.attn.w_msa,,"(5120, 1408)",1408,5120,5077.42236328125,0.358123834042287,189,307,2.748081922531128,7.259806156158447,0.4502088725566864,0.5177716016769409,0.5946382284164429,0.6785973906517029,0.7673185467720032,0.13423295454545456
base_model.model.backbone.stages.2.blocks.14.attn.drop,,"(1280, 1408)",1408,1280,2596.448486328125,0.3576316636182096,142,237,3.352538585662842,10.150500297546387,0.42080074548721313,0.5124418139457703,0.6071603894233704,0.7079770565032959,0.8041741251945496,0.10085227272727272
base_model.model.backbone.stages.2.blocks.14.attn,,"(1280, 1408)",1408,1280,2596.448486328125,0.3576316636182096,142,237,3.352538585662842,10.150500297546387,0.42080074548721313,0.5124418139457703,0.6071603894233704,0.7079770565032959,0.8041741251945496,0.10085227272727272
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,5447.7666015625,0.28842826531471155,125,213,3.582589864730835,11.1610107421875,0.4166623651981354,0.5115572214126587,0.6142871975898743,0.7203157544136047,0.8196194171905518,0.022194602272727272
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,933.4698486328125,0.7554440087156294,216,349,10.63174819946289,42.85966873168945,0.24530763924121857,0.3535930812358856,0.4749358296394348,0.6038730144500732,0.7250619530677795,0.1534090909090909
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,1581.1656494140625,33.728448667292405,3,4,1.301644206047058,1.6452676057815552,0.9697837829589844,1.0,,,,0.375
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2367.244384765625,2367244384765625.0,1,1,1.0011506080627441,1.0023019313812256,0.9999724626541138,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,6804.70556640625,0.36027046788917017,121,208,3.4367947578430176,10.364800453186035,0.4346497356891632,0.5267041921615601,0.6272447109222412,0.7297757863998413,0.8259061574935913,0.021484375
base_model.model.backbone.stages.2.blocks.14.ffn.activate,,"(1280, 5632)",5632,1280,445.83892822265625,1.2050987947156022,181,320,11.808480262756348,38.513492584228516,0.2543565630912781,0.38261306285858154,0.5261437296867371,0.669968843460083,0.781505286693573,0.03213778409090909
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0.2,,"(1280, 5632)",5632,1280,445.83892822265625,1.2050987947156022,181,320,11.808480262756348,38.513492584228516,0.2543565630912781,0.38261306285858154,0.5261437296867371,0.669968843460083,0.781505286693573,0.03213778409090909
base_model.model.backbone.stages.2.blocks.14.ffn.layers.0,,"(1280, 5632)",5632,1280,445.83892822265625,1.2050987947156022,181,320,11.808480262756348,38.513492584228516,0.2543565630912781,0.38261306285858154,0.5261437296867371,0.669968843460083,0.781505286693573,0.03213778409090909
base_model.model.backbone.stages.2.blocks.14.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125
base_model.model.backbone.stages.2.blocks.14.ffn.layers.2,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125
base_model.model.backbone.stages.2.blocks.14.ffn.layers,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125
base_model.model.backbone.stages.2.blocks.14.ffn.dropout_layer,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125
base_model.model.backbone.stages.2.blocks.14.ffn,,"(1280, 1408)",1408,1280,754.1407470703125,0.4770561107167336,110,198,4.848834037780762,16.9339542388916,0.3723217844963074,0.4843549132347107,0.6125407814979553,0.7434722781181335,0.8420714735984802,0.078125
base_model.model.backbone.stages.2.blocks.14,,"(1280, 1408)",1408,1280,1113.72900390625,0.7424694468889605,206,338,10.606657981872559,41.094303131103516,0.24835211038589478,0.3625333309173584,0.48868227005004883,0.6220991611480713,0.7412161827087402,0.14630681818181818
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.softmax,,"(5120, 32)",32,5120,1.3201477599977807e-07,2.0873368594680037e-08,32,32,0.017364125698804855,25.940345764160156,0.0039564380422234535,0.00700343307107687,0.01195405051112175,0.017087290063500404,,1.0
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,1.3201477599977807e-07,2.0873368594680037e-08,32,32,0.017364125698804855,25.940345764160156,0.0039564380422234535,0.00700343307107687,0.01195405051112175,0.017087290063500404,,1.0
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,7914.8798828125,0.2938032050967417,148,254,2.388491630554199,5.532083511352539,0.5110207796096802,0.575386106967926,0.648277759552002,0.7262003421783447,0.8085713982582092,0.10511363636363637
base_model.model.backbone.stages.2.blocks.15.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,7914.8798828125,0.2938032050967417,148,254,2.388491630554199,5.532083511352539,0.5110207796096802,0.575386106967926,0.648277759552002,0.7262003421783447,0.8085713982582092,0.10511363636363637
base_model.model.backbone.stages.2.blocks.15.attn.w_msa,,"(5120, 1408)",1408,5120,7914.8798828125,0.2938032050967417,148,254,2.388491630554199,5.532083511352539,0.5110207796096802,0.575386106967926,0.648277759552002,0.7262003421783447,0.8085713982582092,0.10511363636363637
base_model.model.backbone.stages.2.blocks.15.attn.drop,,"(1280, 1408)",1408,1280,4498.09375,0.2896877700267854,100,185,2.131422519683838,4.432837009429932,0.5617584586143494,0.6291975975036621,0.7053320407867432,0.7830013632774353,0.8574132919311523,0.07102272727272728
base_model.model.backbone.stages.2.blocks.15.attn,,"(1280, 1408)",1408,1280,4498.09375,0.2896877700267854,100,185,2.131422519683838,4.432837009429932,0.5617584586143494,0.6291975975036621,0.7053320407867432,0.7830013632774353,0.8574132919311523,0.07102272727272728
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,6347.3544921875,0.2793094643311733,114,203,2.8140807151794434,7.371150970458984,0.4778035879135132,0.5622441172599792,0.6536442041397095,0.7506255507469177,0.837749719619751,0.020241477272727272
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1140.3116455078125,0.6642178516502887,207,339,10.788185119628906,42.0711669921875,0.24367263913154602,0.35818585753440857,0.48412737250328064,0.6180863380432129,0.7378512620925903,0.14701704545454544
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,1916.5098876953125,26.254150039699514,2,3,1.4310717582702637,1.8426709175109863,0.9832361340522766,1.0000001192092896,,,,0.25
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2808.877685546875,2808877685546875.0,1,1,1.003175139427185,1.0063518285751343,0.9999778270721436,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,7973.4990234375,0.3508664505539443,109,197,2.7421696186065674,7.003853797912598,0.49715420603752136,0.5794117450714111,0.6681735515594482,0.7611640095710754,0.8447406888008118,0.01935369318181818
base_model.model.backbone.stages.2.blocks.15.ffn.activate,,"(1280, 5632)",5632,1280,480.7812194824219,1.2927434407640903,158,278,11.71613597869873,39.204368591308594,0.2435062676668167,0.37410345673561096,0.5276193022727966,0.6835468411445618,0.7973304390907288,0.028053977272727272
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0.2,,"(1280, 5632)",5632,1280,480.7812194824219,1.2927434407640903,158,278,11.71613597869873,39.204368591308594,0.2435062676668167,0.37410345673561096,0.5276193022727966,0.6835468411445618,0.7973304390907288,0.028053977272727272
base_model.model.backbone.stages.2.blocks.15.ffn.layers.0,,"(1280, 5632)",5632,1280,480.7812194824219,1.2927434407640903,158,278,11.71613597869873,39.204368591308594,0.2435062676668167,0.37410345673561096,0.5276193022727966,0.6835468411445618,0.7973304390907288,0.028053977272727272
base_model.model.backbone.stages.2.blocks.15.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.05823863636363636
base_model.model.backbone.stages.2.blocks.15.ffn.layers.2,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.05823863636363636
base_model.model.backbone.stages.2.blocks.15.ffn.layers,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.05823863636363636
base_model.model.backbone.stages.2.blocks.15.ffn.dropout_layer,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.05823863636363636
base_model.model.backbone.stages.2.blocks.15.ffn,,"(1280, 1408)",1408,1280,866.4793090820312,0.4715308740455219,82,156,3.0352108478546143,8.369702339172363,0.4560718536376953,0.5514364838600159,0.6713922023773193,0.7874830365180969,0.8763365745544434,0.05823863636363636
base_model.model.backbone.stages.2.blocks.15,,"(1280, 1408)",1408,1280,1337.505615234375,0.5605292059414371,189,319,9.841137886047363,38.32684326171875,0.2528865933418274,0.37472543120384216,0.5056036710739136,0.6444604396820068,0.7616096138954163,0.13423295454545456
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.softmax,,"(5120, 32)",32,5120,2.0402129052854434e-07,3.225859807065664e-08,32,32,0.04143306985497475,24.61367416381836,0.010301822796463966,0.018018284812569618,0.028404073789715767,0.039901141077280045,,1.0
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,2.0402129052854434e-07,3.225859807065664e-08,32,32,0.04143306985497475,24.61367416381836,0.010301822796463966,0.018018284812569618,0.028404073789715767,0.039901141077280045,,1.0
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,6904.46240234375,0.3397095413714019,164,274,3.3433845043182373,9.512020111083984,0.4602793753147125,0.5295230746269226,0.6108376383781433,0.7007275223731995,0.7907700538635254,0.11647727272727272
base_model.model.backbone.stages.2.blocks.16.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,6904.46240234375,0.3397095413714019,164,274,3.3433845043182373,9.512020111083984,0.4602793753147125,0.5295230746269226,0.6108376383781433,0.7007275223731995,0.7907700538635254,0.11647727272727272
base_model.model.backbone.stages.2.blocks.16.attn.w_msa,,"(5120, 1408)",1408,5120,6904.46240234375,0.3397095413714019,164,274,3.3433845043182373,9.512020111083984,0.4602793753147125,0.5295230746269226,0.6108376383781433,0.7007275223731995,0.7907700538635254,0.11647727272727272
base_model.model.backbone.stages.2.blocks.16.attn.drop,,"(1280, 1408)",1408,1280,3229.133056640625,0.31564017313934617,129,218,4.031074047088623,13.101173400878906,0.4063417911529541,0.495440274477005,0.6041457056999207,0.7154038548469543,0.8164517879486084,0.09161931818181818
base_model.model.backbone.stages.2.blocks.16.attn,,"(1280, 1408)",1408,1280,3229.133056640625,0.31564017313934617,129,218,4.031074047088623,13.101173400878906,0.4063417911529541,0.495440274477005,0.6041457056999207,0.7154038548469543,0.8164517879486084,0.09161931818181818
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,6344.82177734375,0.24113755761494077,115,206,3.0205495357513428,8.388345718383789,0.45299196243286133,0.5406955480575562,0.6403015851974487,0.7452979683876038,0.8361210227012634,0.020419034090909092
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,1555.73291015625,0.4511598585748651,184,313,9.26954460144043,34.32717514038086,0.27855589985847473,0.39242953062057495,0.5195326805114746,0.6534361243247986,0.7678868174552917,0.13068181818181818
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,2557.990966796875,17.093079413555238,2,2,1.1124132871627808,1.2304469347000122,0.9848646521568298,0.9999999403953552,,,,0.25
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3507.80078125,3507800781250000.0,1,1,1.0004570484161377,1.0009140968322754,0.9999944567680359,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,9153.810546875,0.34789432951849075,107,197,2.8200759887695312,7.386863708496094,0.4823904037475586,0.5663321018218994,0.6629303097724915,0.7616860866546631,0.8469031453132629,0.018998579545454544
base_model.model.backbone.stages.2.blocks.16.ffn.activate,,"(1280, 5632)",5632,1280,611.5894165039062,1.239926237594509,149,271,10.185674667358398,34.75612258911133,0.26910606026649475,0.4017591178417206,0.5433341264724731,0.6955764889717102,0.8094155192375183,0.026455965909090908
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0.2,,"(1280, 5632)",5632,1280,611.5894165039062,1.239926237594509,149,271,10.185674667358398,34.75612258911133,0.26910606026649475,0.4017591178417206,0.5433341264724731,0.6955764889717102,0.8094155192375183,0.026455965909090908
base_model.model.backbone.stages.2.blocks.16.ffn.layers.0,,"(1280, 5632)",5632,1280,611.5894165039062,1.239926237594509,149,271,10.185674667358398,34.75612258911133,0.26910606026649475,0.4017591178417206,0.5433341264724731,0.6955764889717102,0.8094155192375183,0.026455965909090908
base_model.model.backbone.stages.2.blocks.16.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.44887346029281616,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.056818181818181816
base_model.model.backbone.stages.2.blocks.16.ffn.layers.2,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.44887346029281616,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.056818181818181816
base_model.model.backbone.stages.2.blocks.16.ffn.layers,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.44887346029281616,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.056818181818181816
base_model.model.backbone.stages.2.blocks.16.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.44887346029281616,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.056818181818181816
base_model.model.backbone.stages.2.blocks.16.ffn,,"(1280, 1408)",1408,1280,1270.1727294921875,0.5092789276556787,80,152,3.2070443630218506,9.118685722351074,0.44887346029281616,0.5531843304634094,0.6688088178634644,0.7903234958648682,0.8790033459663391,0.056818181818181816
base_model.model.backbone.stages.2.blocks.16,,"(1280, 1408)",1408,1280,1785.4957275390625,0.3448340645990175,154,279,5.227169036865234,19.510372161865234,0.3462829887866974,0.4496943950653076,0.5683358311653137,0.6980994343757629,0.8037213087081909,0.109375
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.softmax,,"(5120, 32)",32,5120,1.2184318620711565e-07,1.9265099055696882e-08,32,32,0.014814196154475212,27.379878997802734,0.0031590277794748545,0.005687208846211433,0.009661601856350899,0.014610505662858486,,1.0
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,1.2184318620711565e-07,1.9265099055696882e-08,32,32,0.014814196154475212,27.379878997802734,0.0031590277794748545,0.005687208846211433,0.009661601856350899,0.014610505662858486,,1.0
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,10788.7685546875,0.31157682134700065,109,204,2.0282466411590576,4.008386135101318,0.5955221056938171,0.648109495639801,0.7109972238540649,0.7809457182884216,0.8507382273674011,0.07741477272727272
base_model.model.backbone.stages.2.blocks.17.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,10788.7685546875,0.31157682134700065,109,204,2.0282466411590576,4.008386135101318,0.5955221056938171,0.648109495639801,0.7109972238540649,0.7809457182884216,0.8507382273674011,0.07741477272727272
base_model.model.backbone.stages.2.blocks.17.attn.w_msa,,"(5120, 1408)",1408,5120,10788.7685546875,0.31157682134700065,109,204,2.0282466411590576,4.008386135101318,0.5955221056938171,0.648109495639801,0.7109972238540649,0.7809457182884216,0.8507382273674011,0.07741477272727272
base_model.model.backbone.stages.2.blocks.17.attn.drop,,"(1280, 1408)",1408,1280,4843.826171875,0.2508000953429885,106,187,2.789491891860962,7.202211856842041,0.4861019253730774,0.5669762492179871,0.65780109167099,0.7584193348884583,0.8462429046630859,0.07528409090909091
base_model.model.backbone.stages.2.blocks.17.attn,,"(1280, 1408)",1408,1280,4843.826171875,0.2508000953429885,106,187,2.789491891860962,7.202211856842041,0.4861019253730774,0.5669762492179871,0.65780109167099,0.7584193348884583,0.8462429046630859,0.07528409090909091
